headid	cat	head_word
800370	vi	teem
800386	n	TEFL
800387	n	tel
800455	n	temerity
800482	n	ten
800543	adj	tepid
800544	n	tercentenary
800591	n	TESL
800625	n	tetanus
800629	adj	Teutonic
800630	n	text
800639	n	TGWU
800640	pr n	Thames
800667	det	the
800734	adj	thick
800815	n	thong
800846	n	thrash
800951	n	thud
800985	n	thwack
800989	n	thy
800993	n	tiara
800994	pr n	Tibet
800995	n	tick
801016	adj	tidal
801035	n	tie
801049	n	tiff
801050	n	tiger
801064	n	tile
801074	n	timber
801116	n	tin
801143	n	tip
801159	n	tire
801168	n	tissue
801169	n	tit
801184	n	tizzy
801192	n	toad
801202	n	tobacco
801207	n	today
801214	n	toe
801216	n	toffee
801219	adv	together
801225	n	toil
801235	n	token
801237	abbrev	told
801250	pr n	Tom
801265	n	ton
801289	adv	too
801307	n	top
801339	n	torch
801362	n	toss
801372	n	tot
801384	n	touch
801433	n	tow
801458	adj	toxic
801461	n	toy
801468	n	trace
801678	adj	treacherous
801739	n	trial
801810	abbrev	trod
801851	n	truancy
801906	n	try
801912	n	tsar
801915	n	tsp
801916	n	tub
801923	n	TUC
801928	pr n	Tue
801930	n	tuft
801932	n	tug
801937	n	tuition
801939	n	tulip
801940	n	tumble
801952	n	tuna
801966	n	tuppence
801967	n	turbine
802030	pr n	Tuscany
802035	vi	tut
802041	n	tuxedo
802045	n	twaddle
802050	n	tweak
802065	adv	twice
802101	n	two
802126	n	tycoon
802127	n	type
802155	adj	tyrannic
802164	n	tzar
802166	n	ibex
802167	n	ice
802196	n	icicle
802200	n	icon
802203	adj	icy
802205	abbrev	I`d
802207	n	Idea
802231	n	idiocy
802239	adj	idle
802245	n	idol
802248	n	idyll
802252	adj	iffy
802253	n	igloo
802254	vtr	ignite
802266	n	ilk
802267	n	ill
802270	abbrev	i`ll
802323	abbrev	I`m
802324	n	image
802336	n	imbalance
802343	pr n	IMF
802344	vtr	imitate
802349	adj	immaculate
802397	n	imp
802557	n	inability
802595	adj	inborn
802599	pr n	Inc
802742	adj	indebted
802894	vtr	inebriate
802936	n	infallibility
803037	adj	ingenious
803051	vtr	inhabit
803073	adj	inimical
803087	vtr	inject
803101	n	ink
803109	abbrev	inlaid
803118	n	inmate
803119	n	inn
803144	vtr	inoculate
803153	n	input
803157	n	inquest
803168	n	inrush
803169	adj	insalubrious
803324	adj	intact
803543	vtr	inundate
803545	vtr	invade
803609	adj	inward
803616	n	iodine
803617	n	iota
803618	n	IOU
803619	n	IPA
803621	n	IRA
803629	pr n	Ireland
803630	n	Irish
803637	adj	irksome
803638	n	iron
803657	vtr	irradiate
803691	n	Islam
803698	n	ism
803699	n	isobar
803705	pr n	Israel
803708	n	issue
803714	n	Italian
803720	n	itch
803725	n	item
803727	adj	itinerant
803729	pron	its
803730	n	ivory
803734	n	ivy
900001	n	rabbi
900013	n	Rac
900047	n	radar
900096	n	RAF
900102	n	rag
900116	n	raid
900162	n	Raj
900163	n	rake
900171	n	rally
900177	n	ram
900196	abbrev	ran
900222	n	rap
900242	adj	rare
900248	n	rascal
900261	n	rat
900305	adj	raucous
900308	npl	ravage
900324	adj	raw
900327	n	ray
900329	vtr	raze
900338	n	R&B
900341	n	R&D
900342	n	RDA
900346	n	reach
900466	n	rebate
900484	vtr	recalculate
900656	n	red
900732	n	reed
900755	n	ref
900830	vtr	regain
900890	vtr	rehabilitate
900901	n	reign
900922	n	reject
900935	vtr	rekindle
900936	n	relapse
901001	vi	remain
901062	adj	renal
901090	vi	reopen
901095	n	rep
901207	n	request
901219	vtr	reroof
901222	abbrev	resat
901364	n	re`sume`
901373	n	retail
901460	n	reunification
901465	n	rev
901533	n	reward
901543	n	RFC
901544	vi	rhapsodize
901546	n	rhd
901547	n	rhesus
901562	pr n	Rhine
901567	n	rhombus
901569	n	rhubarb
901571	n	rhyme
901580	n	rib
901590	n	rice
901606	vtr	rid
901633	adj	rife
901643	n	rig
901684	vtr	rile
901685	n	rim
901688	n	rind
901714	n	riot
901725	n	rip
901747	n	rise
901763	n	rite
901769	n	rival
901787	n	roach
901830	vtr	rob
901846	n	rock
901882	n	rod
901886	n	roe
901889	excl	roger
901893	n	role
901936	n	ROM
901968	n	roof
902004	n	rope
902011	n	rosary
902035	n	rot
902057	n	rouble
902117	adj	roving
902118	n	row
902130	n	royal
902145	pr n	RPI
902146	n	rpm
902147	pr n	RRP
902148	n	RSPCA
902150	n	rub
902189	n	RUC
902192	n	rudder
902199	n	rue
902203	n	ruff
902208	n	rug
902214	n	ruin
902218	n	rule
902228	n	rum
902251	n	run
902300	n	rupee
902304	adj	rural
902306	n	ruse
902334	n	rut
902339	pr n	Rwanda
902341	n	rye
950003	adj	ubiquitous
950004	n	udder
950005	abbrev	UFO
950006	pr n	Uganda
950009	n	ugliness
950013	pr n	Ukrain
950015	n	ulcer
950016	pr n	Ulster
950018	adj	ulterior
950030	n	umber
950039	n	umpire
950045	adj	unabashed
950097	adj	unbalanced
950127	adv	uncannily
950204	adj	undamaged
950357	adj	unearned
950388	adj	unfailing
950431	adj	ungainly
950441	adj	unhampered
950461	abbrev	UNICEF
950532	adj	unjust
950535	adj	unkempt
950541	adj	unladylike
950566	adj	unmade
950581	adj	unnamed
950586	abbrev	UNO
950600	vtr	unpack
950634	adj	unqualified
950639	vtr	unravel
950686	adj	unsafe
950773	adj	untained
950818	adj	unused
950823	adj	unvary
950827	adj	unwaged
950852	adj	unyielding
950854	vi	unzip
950870	adj	upbeat
950872	n	update
950874	adj	upfront
950876	vtr	upgrade
950877	n	upheaval
950884	n	upkeep
950885	adj	uplifting
950886	adj	upmarket
950888	n	upper
950901	n	upright
950911	n	upset
950929	n	uptake
950936	adj	upward
950941	n	uranium
950942	adj	urban
950949	n	urchin
950950	n	urge
950955	n	urinal
950959	n	urn
950960	n	urologist
950961	n	Uruguay
950965	n	USA
950968	n	use
950981	n	usher
950985	abbrev	USMC
950986	abbrev	USN
950987	abbrev	USSR
950988	n	usual
950994	n	utensil
950996	n	utilitarian
951005	n	utmost
951007	n	Utopia
951010	adj	utter
951016	pr n	Uzbekistan
951018	abbrev	vac
951038	n	vagabond
951049	adj	vain
951052	n	valance
951075	n	vamp
951078	n	van
951100	adj	vapid
951106	n	variable
951129	adj	vascular
951135	n	vat
951137	n	vaudeville
951145	abbrev	VCR
951148	abbrev	VDU
951150	n	veal
951152	n	vector
951153	vi	veer
951154	n	vegan
951166	n	vehemence
951171	n	veil
951176	n	Velcro
951184	adj	venal
951216	n	veracity
951262	n	vessel
951271	abbrev	vet
951285	vtr	vex
951290	abbrev	VHF
951291	prep	via
951295	adj	vibrant
951299	n	vicar
951323	n	video
951334	pr n	Vietnam
951346	n	vigil
951355	adj	vile
951365	vtr	vindicate
951378	n	viola
951389	abbrev	VIP
951392	n	virgin
951413	n	visa
951453	adj	vital
951463	n	viva
951474	n	vixen
951475	adv	viz
951476	n	vocabulary
951487	n	vogue
951489	n	voice
951501	abbrev	vol
951527	n	vomit
951530	n	voodoo
951532	adj	voracious
951535	n	vote
951552	vtr	vouch
951555	n	vow
951562	n	voyage
951565	abbrev	VSO
951566	adj	vulgar
951576	n	wad
951585	n	wafer
951595	n modifier	wage
951612	n	waif
951642	n	wake
951651	pr n	Wales
951728	adj	wan
951759	n	war
951837	abbrev	was
951903	n	watch
951982	n	wave
951997	n	wax
952003	n	way
952012	adj	weak
952066	n	web
952071	n	wed
952076	abbrev	we'd
952097	n	wee
952125	vtr	weigh
952144	n	welcome
952212	vtr	wend
952214	abbrev	wept
952215	abbrev	were
952218	n	west
952241	n	wet
952255	n	whack
952287	n	wheat
952322	pron	which
952431	pron	who
952474	adv	why
952479	n	wick
952487	adj	wide
952507	vtr	wield
952508	n	wife
952510	n	wig
952514	n	wild
952564	n	wimp
952567	n	win
952684	n	wipe
952695	n	wire
952714	n	wisdom
952736	n	wit
952768	abbrev	wives
952769	n	wizard
952772	n	wobble
952776	n	woe
952778	abbrev	woke
952780	n	wolf
952789	n	woman
952807	abbrev	won
952819	vtr	woo
952859	abbrev	Worcs
953010	modal aux	would
953022	abbrev	wove
953024	n	wow
953028	abbrev	WPC
953029	abbrev	wpm
953030	pr n	WRAC
953045	vtr	wreak
953067	vtr	wriglle
953114	n	wrong
953130	abbrev	wrung
953131	adj	wry
953134	abbrev	WWI
953137	abbrev	WYSIWYG
953141	n	xenophobia
953142	n	xerox
953144	abbrev	Xmas
953150	n	yacht
953156	n	yahoo
953158	n	yak
953159	n	Yale
953160	n	yam
953161	n	yank
953166	vi	yap
953169	n	yard
953173	n	yashmak
953174	n	yawn
953179	excl	yea
953191	n	yell
953206	n	Yemen
953208	n	yen
953209	n	yeomen
953211	n	yep
953212	n	yes
953219	conj	yet
953225	n	yew
953227	abbrev	YHA
953228	n	yield
953233	abbrev	YMCA
953234	vi	yodel
953235	n	yoghurt
953236	n	yoke
953239	n	yolk
953240	npl	yonks
953241	n	yore
953242	pron	you
953270	pr n	Yugoslavia
953272	n	yuppie
953274	abbrev	YWCA
953276	adj	zany
953277	n	zap
953281	n	zeal
953284	n	zebra
953286	n	zero
953292	n	zest
953293	n	zigzag
953296	n	zilch
953297	pr n	Zimbabwe
953299	n	zinc
953306	n	Zionism
953307	n	zip
953317	n	zither
953318	n	zodiac
953319	n	zombie
953320	adj	zonal
953326	n	zoo
953335	n	zucchini
953336	n	zwieback
953339	n	oaf
953340	n	oak
953342	abbrev	OAP
953343	n	oar
953344	abbrev	OAS
953347	n	oat
953352	adj	obdurate
953353	abbrev	OBE
953362	n	obituary
953365	n	object
953376	n	obligation
953389	adj	obnoxious
953390	n	oboe
953391	adj	obscene
953424	vtr	obtain
953430	adj	obverse
953436	n	occasion
953457	n	ocean
953462	n	ochre
953464	adv	o'clock
953465	abbrev	Oct
953476	n	oculist
953479	adj	odd
953489	adj	odious
953491	n	odometer
953494	n	odyssey
953496	abbrev	OECD
953497	n	oedema
953498	abbrev	o'er
953499	n	oesophagus
953502	n	off
953577	adv	often
953578	vtr	ogle
953579	n	ogre
953589	abbrev	OHMS
953590	n	oil
953626	n	ointment
953627	abbrev	o.i.r.o
953629	n	okay
953636	n	old
953669	n	oleander
953670	n	olive
953676	adj	Olympic
953678	n	ombudsman
953679	n	omelette
953681	adj	ominous
953684	n	omnibus
953693	n	once
953699	det	one
953740	adj	ongoing
953741	n	onion
953744	n	onlooker
953750	abbrev	o.n.o
953752	n	onrush
953754	n	onset
953764	prep	onto
953765	n	onus
953766	adj	onward
953769	n	oodles
953770	excl	ooh
953771	n	oomph
953772	excl	oops
953773	n	ooze
953777	n	opal
953779	abbrev	Opec
953840	adj	ophtalmic
953841	n	opiate
953846	n	opponent
953865	vi	opt
953883	adj	opulent
953887	n	oracle
953901	n	orb
953906	n	orchard
953914	vtr	ordain
953940	n	ore
953943	n	organ
953969	n	Orient
953989	pr npl	Orkney
953990	n	ornament
953995	n	orphan
953998	n	orthodontist
954004	vi	oscillate
954005	n	osmosis
954006	vi	ossify
954007	adj	ostensible
954018	adj	other
954024	abbrev	OTT
954028	excl	ouch
954030	n	ounce
954031	pron	our
954034	vtr	oust
954359	abbrev	p.a
954361	n	pace
954397	n	pad
954413	adj	paediatric
954414	adj	pagan
954428	abbrev	paid
954465	npl	pajamas
954466	n	Pakistani
954468	n	pal
954497	n	pampas
954501	n	pan
954550	n	papacy
954580	n	par
954769	n	pass
954845	n	pat
954914	n	paunch
954919	vtr	pave
954927	n	paw
954934	n	pay
954973	n	pea
955025	n	pebble
955027	n	pecan
955029	vtr	percolate
955193	n	pessimism
955202	n	pet
955256	n	pew
955259	pr n	PGCE
955260	n	phallus
955272	pr n	PhD
955273	n	pheasant
955280	n	phial
955296	n	phlebitis
955299	n	phobia
955360	n	phrase
955365	adv	phut
955366	n	phylogenesis
955390	n	pianist
955397	n	piccalilli
955444	vi	piddle
955447	n	pie
955462	adj	piffling
955463	n	pig
955488	n	pike
955490	n	pilchard
955525	n	pimp
955529	n	pin
955573	n	pioneer
955579	n	pip
955599	adj	piquant
955603	n	piracy
955608	n	Pisces
955615	n	pit
955649	n	pivot
955653	n	pixie
955654	n	pizza
955658	n	placard
955795	pr n	PLC
955796	n	plea
955830	adj	pliable
955835	pr n	PLO
955865	n	pluck
955921	n	ply
955927	pr n	PMS
955928	pr n	PMT
955929	adj	pneumatic
955933	vtr	poach
955939	n	pocket
955949	n	pod
955952	n	poem
955961	adj	poignant
955996	n	poke
956004	pr n	Poland
956102	n	pomade
956110	n	pond
956123	n	pooch
956144	n	pop
956177	n	porcelain
956214	n	pose
956294	n	pot
956328	n	pouch
956353	n	poverty
956356	pr n	POW
956390	n	practicability
956432	vi	preach
956718	n	price
956869	n	pro
957267	n	prude
957275	n	pry
957280	n	psalm
957281	n, adj	pseud
957284	pr n	PST
957285	pr n	PSV
957286	v	psych
957310	pr n	PTA
957311	pr n	PTO
957312	n	puberty
957361	adj	puce
957364	n	pudding
957369	n	puff
957378	n	pug
957380	n	pull
957415	n	pumice
957424	n	pun
957468	n	pup
957476	n	purchase
957523	n	push
957599	adj	pedagogic(al)
957626	n	pee
957649	n	peg
957653	adj	pejorative
957654	n	Pekin(g)ese
957656	n	pelican
957666	n	pen
957730	n	peony
957735	v	pep
957768	vtr	nab
957769	n	nadir
957770	adj	naff
957771	vtr	nag
957774	n	nail
957789	adj	naked
957790	n	name
957801	n	nanny
957803	n	nap
957812	n	narcotic
957828	n	nasal
957836	n	nation
957888	n	naughtiness
957897	adj	naval
957912	n	nay
957914	pr n	Nazi
957915	pr n	NBC
957917	pr n	NCO
957920	adv	near
957943	adv	necessarily
957956	n	need
957966	vtr	negate
957987	vi	neigh
957999	combining 	neo
958003	n	nephew
958005	n	nerve
958018	n	nest
958029	n	net
958047	n	neuralgia
958064	adv	never
958069	adj	new
958124	adj	next
958137	pr n	NHS
958140	n	nib
958143	pr n	Nicaragua
958161	n	niece
958162	adj	nifty
958163	pr n	Nigeria
958196	n	nil
958199	adj	nimble
958200	n	nincompoop
958216	n	nip
958224	n	nit
958236	pr n	Noah
958238	n	nobility
958247	adj	nocturnal
958248	n	nod
958255	n	noise
958261	n	nomad
958269	combining 	non
958332	npl	noodle
958337	n	norm
958382	n	nose
958396	adv	not
958432	n	nought
958437	abbrev	Nov
958446	conj	now
958451	adj	noxious
958452	n	nozzle
958454	pr n	NSPCC
958456	adj	nth
958457	n	nub
958459	adj	nuclear
958469	n	nude
958475	n	nugget
958477	n	nuisance
958479	adj	null
1150863	n	CPA
1151537	n	CTC
1180175	n	DST
1180211	adj	DOA
1300991	n	EAFC
1301132	n	EDS
1400661	n	HGV
2000047	n	luggage
2000067	adv	awhile
2000106	prep	upon
3200227	n	MBO
3304693	n	GOP
3958235	abbrev	No.
